Greyscale Image
2, 23, 0
25, 40, 76
47, 80, 1
41, 46, 93
38, 99, 134
66, 11, 7
63, 74, 143
57, 78, 49
59, 16, 236
43, 35, 141
48, 31, 66
51, 31, 140
60, 42, 138
6, 11, 0
62, 88, 8
70, 72, 59
74, 90, 0
32, 64, 108
6, 55, 132
30, 70, 65
7, 73, 12
41, 16, 174
60, 27, 233
8, 97, 18
33, 25, 206
64, 33, 153
23, 2, 27
26, 77, 141
35, 22, 198
30, 41, 61
21, 20, 187
41, 21, 164
2, 25, 5
58, 15, 242
29, 75, 155
12, 40, 166
59, 58, 111
66, 18, 21
17, 28, 77
36, 86, 140
44, 86, 120
23, 96, 48
68, 23, 209
58, 17, 209
57, 88, 0
51, 84, 25
57, 62, 92
21, 32, 71
38, 45, 81
8, 17, 1
36, 49, 107
45, 30, 124
66, 38, 131
49, 26, 161
32, 63, 113
18, 16, 86
8, 92, 142
3, 41, 124
17, 88, 63
30, 20, 240
13, 49, 95
59, 79, 94
39, 47, 100
3, 94, 156
63, 95, 0
67, 83, 133
71, 27, 191
60, 98, 97
61, 40, 141
12, 96, 56
16, 86, 126
69, 2, 111
40, 76, 119
49, 67, 50
52, 88, 23
73, 92, 11
26, 57, 1
70, 35, 147
54, 45, 129
26, 70, 70
56, 51, 101
18, 26, 104
71, 6, 29
14, 70, 124
53, 62, 93
39, 30, 153
24, 42, 60
50, 98, 102
75, 67, 18
61, 17, 29
23, 64, 62
3, 67, 179
27, 84, 49
54, 83, 50
63, 67, 90
73, 56, 108
52, 80, 22
12, 85, 155
35, 79, 84
16, 32, 166
43, 56, 116
44, 76, 38
34, 85, 32
55, 88, 0
13, 85, 143
69, 72, 57
16, 5, 0
31, 24, 216
27, 70, 95
18, 67, 112
59, 88, 0
29, 16, 219
36, 96, 115
11, 62, 136
34, 55, 111
34, 40, 72
58, 71, 111
35, 54, 108
10, 98, 72
46, 39, 82
17, 82, 141
33, 52, 97
74, 33, 153
10, 31, 21
63, 66, 89
56, 97, 21
65, 76, 47
26, 33, 83
26, 37, 69
11, 40, 153
33, 33, 146
63, 54, 114
56, 99, 103
46, 46, 92
8, 47, 142
48, 49, 98
62, 5, 10
21, 14, 147
12, 71, 132
75, 17, 25
60, 8, 14
3, 23, 1
52, 86, 49
74, 53, 66
66, 57, 40
15, 63, 91
5, 65, 216
39, 56, 125
24, 56, 14
68, 16, 126
44, 4, 57
65, 58, 33
52, 30, 182
11, 89, 146
42, 48, 109
2, 56, 86
48, 47, 91
42, 72, 170
25, 62, 13
61, 52, 115
6, 84, 50
16, 24, 201
1, 27, 1
30, 44, 44
47, 7, 23
9, 63, 127
63, 44, 145
62, 14, 26
56, 56, 82
17, 63, 117
45, 41, 83
8, 8, 2
50, 58, 101
47, 94, 148
11, 8, 1
24, 51, 52
41, 71, 149
62, 34, 150
70, 26, 215
15, 98, 104
44, 99, 109
23, 16, 205
49, 50, 100
69, 39, 68
71, 15, 70
28, 36, 43
14, 11, 141
54, 85, 46
22, 6, 12
24, 3, 35
75, 95, 0
14, 44, 131
65, 92, 14
38, 4, 3
31, 95, 111
28, 12, 181
59, 99, 59
45, 59, 105
75, 68, 48
44, 20, 189
67, 3, 6
42, 24, 198
57, 68, 43
13, 77, 85
40, 58, 130
53, 8, 12
55, 29, 201
56, 17, 192
42, 95, 126
59, 33, 138
68, 26, 226
45, 28, 171
61, 18, 44
35, 98, 79
66, 36, 159
10, 97, 67
44, 51, 114
36, 41, 60
7, 40, 196
60, 15, 40
5, 14, 1
37, 76, 44
24, 34, 62
61, 41, 145
27, 33, 85
17, 18, 119
55, 96, 39
63, 93, 0
14, 47, 127
58, 13, 19
33, 4, 10
58, 49, 135
48, 88, 114
20, 29, 56
52, 12, 209
66, 27, 135
19, 75, 90
72, 64, 154
61, 72, 127
72, 83, 35
71, 7, 15
18, 82, 137
2, 60, 118
67, 16, 119
15, 44, 102
19, 17, 69
59, 50, 117
50, 78, 8
6, 35, 1
19, 77, 134
47, 74, 27
28, 88, 116
36, 66, 103
57, 82, 20
55, 68, 16
57, 46, 112
41, 66, 60
24, 36, 106
38, 48, 101
64, 71, 172
61, 44, 141
60, 67, 21
24, 54, 18
35, 16, 198
52, 44, 107
54, 46, 124
37, 28, 142
17, 23, 202
40, 29, 154
21, 62, 120
62, 22, 242
18, 81, 145
11, 56, 90
9, 17, 11
61, 60, 33
23, 87, 14
32, 16, 198
15, 39, 99
56, 22, 178
16, 75, 122
68, 48, 134
72, 32, 159
70, 12, 31
34, 33, 133
16, 99, 125
61, 21, 216
39, 26, 148
17, 55, 149
68, 77, 54
7, 58, 122
57, 5, 76
26, 52, 41
70, 76, 146
63, 46, 134
65, 57, 46
67, 95, 11
13, 54, 132
20, 74, 99
52, 100, 77
58, 34, 132
11, 7, 2
27, 22, 233
32, 35, 90
51, 62, 93
18, 32, 97
38, 65, 35
70, 33, 165
35, 21, 196
6, 91, 152
32, 93, 105
24, 68, 52
71, 93, 8
37, 70, 20
70, 57, 120
53, 78, 22
33, 11, 239
29, 64, 101
13, 18, 122
8, 64, 123
15, 60, 89
55, 30, 192
12, 47, 81
45, 36, 83
17, 33, 162
24, 67, 47
23, 20, 233
44, 100, 102
54, 14, 234
41, 9, 231
43, 77, 32
9, 96, 103
46, 2, 17
15, 11, 138
10, 100, 59
56, 43, 138
48, 95, 101
18, 44, 101
74, 50, 83
65, 8, 2
67, 56, 60
4, 63, 51
72, 80, 113
42, 10, 243
9, 53, 138
22, 96, 56
43, 91, 102
42, 4, 14
59, 69, 15
2, 43, 111
20, 64, 133
10, 32, 27
64, 43, 95
25, 35, 65
18, 9, 204
59, 65, 25
18, 93, 63
70, 84, 15
51, 29, 152
22, 76, 187
7, 2, 0
75, 54, 77
61, 56, 62
64, 83, 1
21, 5, 16
38, 88, 157
51, 56, 98
14, 79, 68
14, 4, 7
31, 26, 221
3, 87, 9
41, 75, 145
31, 1, 11
71, 58, 123
6, 3, 5
6, 9, 7
37, 58, 113
28, 98, 134
64, 28, 134
58, 26, 173
21, 49, 102
40, 65, 51
65, 66, 58
1, 53, 85
6, 34, 25
73, 28, 64
12, 73, 121
39, 28, 161
66, 87, 1
52, 31, 181
47, 64, 112
62, 56, 103
73, 70, 13
28, 33, 105
39, 10, 239
68, 38, 124
37, 36, 73
34, 52, 104
63, 97, 105
43, 46, 93
62, 57, 95
56, 64, 102
7, 52, 125
41, 58, 131
13, 50, 148
73, 50, 117
15, 45, 119
38, 40, 62
39, 50, 111
38, 84, 115
13, 79, 46
34, 86, 47
32, 79, 56
51, 78, 2
34, 44, 68
23, 90, 57
25, 77, 150
40, 43, 87
63, 32, 191
10, 71, 130
58, 97, 105
12, 72, 123
52, 16, 211
9, 49, 89
73, 57, 95
56, 100, 45
25, 11, 196
11, 45, 112
50, 21, 154
12, 82, 192
47, 11, 224
64, 99, 30
50, 81, 17
67, 53, 103
69, 4, 47
31, 82, 88
34, 23, 193
5, 22, 27
17, 22, 216
23, 3, 48
68, 44, 73
8, 5, 4
17, 56, 126
18, 62, 118
32, 27, 201
19, 69, 85
9, 1, 7
48, 69, 81
52, 38, 111
7, 83, 61
44, 13, 220
75, 40, 113
56, 87, 1
25, 32, 36
20, 66, 131
54, 64, 109
32, 20, 205
38, 31, 137
51, 12, 211
7, 64, 152
71, 67, 40
38, 97, 153
75, 89, 27
32, 19, 202
19, 85, 99
1, 76, 165
61, 20, 249
72, 27, 165
59, 100, 54
28, 9, 211
22, 13, 167
51, 100, 90
10, 29, 59
27, 44, 53
13, 72, 149
41, 72, 141
48, 4, 3
42, 60, 115
72, 25, 83
61, 62, 17
10, 93, 115
6, 42, 93
66, 15, 138
4, 67, 218
41, 62, 85
29, 84, 68
40, 33, 93
58, 91, 34
63, 79, 110
55, 8, 61
5, 75, 172
71, 73, 103
10, 34, 167
1, 42, 138
19, 99, 78
37, 37, 76
39, 27, 150
74, 85, 3
52, 21, 188
44, 67, 54
24, 20, 227
15, 79, 58
24, 28, 47
30, 77, 155
58, 39, 132
5, 87, 62
47, 62, 104
40, 70, 193
8, 38, 152
14, 38, 88
1, 4, 0
69, 3, 79
20, 85, 93
70, 23, 73
64, 100, 9
28, 32, 59
36, 74, 143
25, 58, 9
17, 11, 153
19, 3, 20
72, 37, 142
21, 24, 66
19, 36, 66
54, 76, 24
4, 90, 203
44, 11, 239
30, 79, 70
45, 68, 30
59, 2, 45
75, 12, 46
40, 1, 12
71, 82, 69
19, 44, 82
31, 70, 79
52, 95, 4
68, 98, 24
40, 10, 243
67, 96, 3
15, 3, 0
67, 18, 24
15, 4, 0
58, 87, 1
22, 31, 36
56, 76, 32
72, 74, 164
67, 7, 2
18, 65, 130
23, 57, 23
38, 75, 87
49, 48, 91
10, 22, 10
62, 51, 129
26, 4, 18
42, 12, 200
57, 86, 1
47, 81, 11
65, 37, 147
34, 47, 92
67, 9, 32
48, 82, 34
49, 33, 134
2, 48, 142
4, 23, 1
22, 46, 59
12, 60, 134
16, 47, 152
68, 35, 137
14, 66, 110
65, 22, 65
2, 99, 144
31, 43, 32
44, 88, 76
75, 62, 102
37, 73, 142
10, 23, 14
17, 74, 60
74, 2, 121
22, 56, 33
51, 86, 25
65, 88, 44
49, 23, 138
73, 25, 96
36, 12, 222
5, 20, 36
20, 75, 89
36, 56, 107
23, 82, 66
30, 71, 49
32, 45, 22
8, 65, 112
67, 29, 127
64, 49, 90
1, 28, 1
29, 80, 114
54, 94, 53
11, 31, 56
28, 42, 75
10, 55, 97
15, 12, 121
52, 91, 91
46, 51, 113
12, 32, 115
55, 16, 180
30, 59, 78
43, 31, 132
10, 70, 131
69, 98, 8
6, 13, 1
75, 78, 135
64, 6, 0
30, 88, 107
55, 3, 0
24, 31, 32
18, 25, 43
47, 3, 5
45, 4, 39
19, 41, 86
5, 56, 139
7, 22, 13
10, 5, 1
6, 30, 1
18, 20, 58
59, 34, 137
54, 98, 114
38, 22, 217
43, 72, 139
75, 5, 52
23, 36, 81
51, 42, 127
19, 86, 91
49, 49, 97
21, 7, 138
9, 100, 76
36, 10, 229
10, 12, 1
36, 94, 115
55, 85, 37
59, 80, 58
9, 89, 134
68, 94, 0
9, 61, 150
73, 61, 106
27, 40, 77
6, 36, 2
25, 46, 76
22, 81, 149
31, 30, 139
2, 29, 0
68, 31, 201
50, 74, 57
6, 82, 13
34, 17, 194
43, 57, 109
57, 96, 72
43, 37, 71
29, 79, 101
75, 91, 3
70, 1, 46
45, 93, 103
63, 70, 73
29, 9, 203
58, 53, 109
67, 79, 111
17, 5, 6
43, 16, 188
57, 36, 117
69, 84, 11
12, 45, 83
33, 34, 157
1, 69, 83
53, 93, 94
11, 67, 121
5, 57, 123
43, 38, 72
17, 12, 125
27, 92, 127
21, 99, 72
47, 89, 106
71, 75, 132
63, 100, 5
60, 28, 217
10, 91, 135
29, 93, 136
50, 23, 139
45, 1, 73
73, 19, 73
15, 92, 78
38, 34, 125
39, 90, 157
32, 6, 14
30, 50, 47
2, 4, 1
68, 65, 37
42, 73, 99
27, 50, 75
31, 89, 84
13, 92, 78
55, 49, 114
54, 67, 29
12, 15, 5
66, 14, 130
11, 47, 108
37, 68, 121
54, 61, 87
29, 19, 238
61, 74, 112
3, 73, 78
20, 59, 122
11, 37, 143
50, 54, 106
45, 71, 127
23, 53, 24
72, 63, 144
34, 82, 39
13, 63, 122
3, 46, 155
46, 96, 136
18, 46, 88
17, 50, 107
43, 44, 90
19, 59, 148
44, 80, 71
69, 62, 14
35, 26, 172
23, 35, 147
44, 68, 8
45, 6, 14
63, 12, 7
16, 71, 82
40, 12, 225
74, 55, 112
18, 53, 92
73, 98, 14
63, 99, 53
19, 24, 16
7, 13, 1
12, 97, 38
70, 92, 4
1, 79, 133
6, 80, 82
37, 25, 181
66, 93, 31
52, 54, 96
3, 4, 8
72, 71, 10
7, 19, 26
71, 49, 88
42, 79, 64
50, 30, 102
62, 71, 133
45, 69, 40
13, 95, 76
23, 48, 64
11, 74, 97
34, 35, 123
20, 98, 83
14, 96, 71
18, 58, 136
54, 39, 135
51, 28, 140
58, 63, 83
55, 6, 35
34, 61, 119
26, 68, 53
4, 65, 201
68, 84, 63
37, 41, 81
49, 42, 123
67, 84, 137
2, 65, 164
71, 62, 122
37, 82, 89
54, 92, 114
5, 2, 0
64, 70, 79
74, 94, 1
60, 56, 112
50, 94, 90
30, 81, 80
70, 66, 22
72, 53, 110
55, 37, 121
51, 32, 125
18, 52, 88
24, 99, 14
17, 86, 84
33, 85, 37
26, 47, 66
20, 97, 80
49, 13, 223
31, 2, 33
18, 12, 141
39, 99, 135
51, 47, 103
10, 88, 137
1, 94, 198
52, 15, 246
57, 35, 115
35, 11, 228
7, 49, 152
52, 6, 59
54, 55, 92
47, 91, 120
48, 80, 15
55, 4, 0
44, 54, 113
3, 82, 16
23, 19, 221
42, 82, 80
29, 8, 234
73, 82, 103
56, 96, 37
58, 95, 69
9, 97, 88
21, 30, 21
40, 88, 123
12, 14, 14
66, 4, 6
26, 72, 18
75, 69, 47
70, 42, 67
60, 33, 144
22, 58, 55
61, 55, 82
31, 19, 221
62, 2, 37
46, 4, 12
47, 19, 222
28, 58, 51
57, 77, 27
29, 76, 145
21, 2, 37
4, 20, 36
67, 8, 27
8, 52, 106
26, 67, 27
19, 58, 148
65, 86, 9
35, 57, 112
10, 95, 104
12, 11, 7
52, 37, 92
20, 56, 91
72, 48, 100
2, 22, 6
35, 15, 215
34, 53, 110
7, 94, 133
46, 89, 75
8, 89, 147
43, 63, 101
49, 43, 113
29, 100, 146
48, 66, 85
10, 35, 226
39, 48, 110
32, 4, 24
22, 75, 99
32, 72, 153
22, 11, 181
26, 91, 56
58, 94, 63
12, 94, 120
36, 9, 245
39, 9, 244
44, 73, 133
46, 62, 99
28, 94, 145
4, 99, 0
12, 81, 92
74, 99, 33
48, 44, 98
22, 30, 35
34, 27, 181
71, 72, 38
64, 5, 4
27, 85, 66
35, 56, 115
23, 1, 4
10, 19, 29
49, 17, 181
4, 7, 12
50, 92, 157
27, 16, 227
15, 55, 131
32, 43, 36
2, 54, 1
15, 43, 123
64, 77, 61
37, 72, 144
37, 57, 114
2, 95, 149
54, 60, 83
63, 87, 16
51, 75, 118
38, 92, 166
13, 84, 172
43, 96, 128
18, 73, 82
41, 94, 103
71, 96, 0
43, 93, 122
49, 51, 103
18, 2, 15
53, 61, 87
62, 87, 1
38, 95, 140
45, 96, 83
45, 78, 62
7, 47, 178
35, 70, 73
68, 61, 27
37, 91, 151
57, 48, 133
12, 68, 167
25, 41, 80
25, 50, 78
10, 26, 0
37, 55, 114
36, 19, 178
52, 9, 175
72, 45, 131
21, 41, 89
73, 99, 43
14, 67, 149
26, 14, 219
6, 28, 0
18, 17, 69
56, 10, 39
19, 13, 141
8, 91, 139
58, 12, 16
14, 69, 141
56, 66, 50
69, 60, 26
7, 45, 134
31, 66, 91
48, 11, 237
47, 49, 100
8, 88, 206
32, 12, 199
33, 3, 21
12, 26, 1
26, 95, 79
60, 91, 12
62, 62, 88
39, 67, 156
2, 90, 68
73, 6, 20
63, 25, 187
15, 25, 202
13, 5, 7
60, 100, 68
54, 87, 2
3, 13, 0
22, 26, 209
64, 91, 0
74, 96, 0
61, 66, 17
6, 29, 0
40, 28, 151
45, 58, 96
43, 66, 87
35, 63, 104
35, 83, 88
30, 6, 15
43, 58, 89
71, 56, 131
11, 100, 103
73, 12, 70
61, 43, 142
66, 13, 101
2, 86, 72
59, 97, 87
3, 12, 0
41, 70, 105
9, 18, 14
21, 87, 77
27, 76, 147
53, 4, 3
63, 53, 103
5, 92, 150
20, 65, 130
17, 99, 104
17, 51, 126
48, 93, 147
15, 27, 185
23, 58, 26
64, 22, 198
46, 81, 67
30, 11, 214
70, 60, 45
51, 54, 101
38, 66, 147
54, 54, 99
3, 11, 0
22, 85, 20
7, 8, 1
54, 41, 127
49, 77, 11
10, 10, 0
30, 72, 113
8, 66, 99
8, 58, 94
43, 9, 246
5, 61, 122
3, 84, 38
37, 56, 115
51, 25, 181
4, 45, 122
38, 10, 240
23, 6, 10
31, 52, 74
28, 76, 149
38, 90, 158
2, 30, 6
55, 100, 78
14, 63, 91
58, 32, 153
21, 26, 57
65, 21, 105
58, 56, 98
63, 27, 157
39, 83, 107
55, 1, 17
73, 81, 115
66, 52, 125
13, 59, 180
27, 7, 244
17, 64, 132
58, 78, 65
28, 91, 138
15, 49, 128
30, 82, 82
34, 72, 200
44, 7, 121
13, 48, 77
32, 56, 103
2, 9, 0
75, 79, 152
57, 25, 199
67, 78, 93
22, 40, 75
3, 15, 0
36, 87, 104
46, 5, 16
62, 1, 28
27, 97, 179
56, 92, 77
73, 95, 0
25, 38, 53
66, 10, 1
2, 2, 0
66, 94, 29
58, 58, 111
20, 52, 37
24, 71, 58
32, 58, 106
26, 29, 36
22, 84, 23
50, 29, 131
15, 32, 176
72, 23, 91
1, 59, 160
30, 61, 90
42, 61, 96
19, 60, 146
60, 86, 1
70, 89, 14
22, 39, 40
24, 15, 196
54, 28, 123
73, 87, 14
74, 57, 141
73, 60, 92
55, 91, 30
27, 60, 56
14, 25, 196
5, 51, 191
1, 24, 0
65, 33, 150
7, 81, 10
5, 100, 3
26, 55, 20
1, 90, 37
64, 94, 24
13, 38, 145
74, 26, 51
58, 21, 199
60, 72, 129
25, 31, 34
14, 17, 247
60, 39, 141
23, 47, 67
58, 47, 109
12, 44, 85
3, 60, 60
8, 43, 110
5, 81, 10
39, 53, 118
75, 46, 71
72, 35, 156
41, 50, 109
14, 82, 195
47, 57, 107
17, 58, 116
64, 55, 95
29, 66, 99
11, 99, 123
46, 61, 99
58, 44, 137
31, 3, 33
37, 43, 90
61, 90, 20
37, 8, 238
49, 46, 93
75, 66, 20
57, 80, 65
56, 62, 105
19, 31, 106
9, 80, 141
7, 95, 87
14, 89, 93
58, 99, 31
47, 63, 114
36, 92, 107
14, 58, 161
39, 61, 121
65, 91, 2
59, 48, 117
23, 11, 182
29, 18, 203
12, 29, 0
38, 82, 94
6, 88, 199
71, 77, 142
67, 34, 113
9, 35, 60
29, 59, 71
9, 22, 6
6, 75, 132
74, 21, 150
26, 97, 84
66, 76, 66
52, 45, 102
48, 41, 119
53, 81, 26
7, 88, 218
2, 24, 0
63, 50, 82
2, 6, 13
16, 52, 124
40, 63, 84
49, 74, 43
10, 54, 137
65, 83, 35
30, 38, 64
61, 91, 7
74, 80, 53
48, 28, 109
60, 19, 113
23, 23, 242
62, 38, 145
14, 2, 12
69, 80, 111
36, 79, 80
5, 46, 1
4, 68, 208
41, 36, 77
17, 4, 9
56, 94, 65
18, 33, 154
48, 19, 222
44, 47, 95
57, 56, 89
47, 95, 165
52, 79, 15
45, 11, 241
15, 71, 145
58, 85, 1
71, 97, 0
15, 28, 173
54, 50, 106
55, 40, 136
30, 83, 91
14, 37, 139
40, 31, 121
29, 17, 229
57, 67, 59
57, 27, 126
43, 76, 18
75, 45, 70
27, 11, 198
40, 86, 119
3, 98, 142
35, 19, 199
30, 63, 90
67, 82, 124
26, 50, 66
9, 48, 61
55, 54, 98
62, 48, 121
2, 100, 109
21, 56, 87
7, 82, 16
51, 64, 109
10, 38, 189
19, 4, 11
43, 68, 20
26, 9, 225
43, 55, 129
32, 61, 110
66, 3, 4
58, 98, 68
57, 40, 136
60, 53, 94
55, 28, 177
31, 74, 144
41, 27, 157
2, 73, 106
50, 3, 10
64, 60, 81
46, 41, 92
46, 44, 92
14, 92, 107
4, 27, 0
43, 26, 161
22, 38, 32
20, 20, 136
71, 16, 118
70, 74, 151
22, 41, 67
17, 52, 148
19, 11, 149
37, 52, 115
14, 12, 134
54, 9, 18
74, 61, 141
64, 56, 107
22, 72, 69
59, 70, 148
27, 41, 71
65, 53, 89
5, 26, 0
12, 36, 168
28, 85, 85
30, 57, 89
19, 98, 84
17, 36, 134
5, 60, 123
41, 60, 130
23, 21, 211
36, 58, 114
56, 34, 136
34, 65, 101
34, 32, 150
2, 85, 130
8, 33, 0
38, 71, 125
27, 55, 18
12, 64, 126
72, 11, 18
48, 15, 197
54, 69, 42
25, 1, 44
74, 10, 37
26, 83, 52
68, 18, 77
27, 21, 243
36, 3, 1
44, 61, 95
27, 80, 24
30, 39, 74
35, 5, 15
40, 5, 11
4, 92, 197
39, 65, 37
48, 71, 93
29, 43, 60
30, 43, 52
15, 30, 106
74, 52, 114
68, 79, 95
27, 32, 52
69, 44, 63
59, 55, 101
39, 49, 103
69, 23, 96
68, 7, 80
36, 17, 179
25, 34, 65
25, 29, 43
2, 44, 182
59, 23, 220
22, 7, 215
68, 19, 29
49, 91, 54
51, 82, 25
33, 35, 124
28, 51, 76
34, 91, 73
53, 95, 10
61, 81, 1
7, 18, 16
60, 40, 141
16, 57, 87
64, 52, 92
71, 83, 10
56, 13, 245
43, 64, 101
12, 43, 129
5, 15, 0
68, 66, 49
15, 51, 103
42, 55, 117
17, 30, 148
12, 56, 150
36, 50, 111
38, 14, 211
25, 86, 38
61, 80, 1
34, 88, 62
9, 23, 28
28, 61, 91
12, 84, 231
5, 77, 171
39, 31, 108
44, 97, 125
10, 27, 2
35, 78, 94
30, 22, 233
67, 46, 131
54, 90, 0
67, 90, 1
17, 71, 68
11, 92, 147
73, 33, 190
25, 20, 232
62, 84, 1
50, 97, 100
35, 74, 147
26, 5, 18
29, 67, 97
72, 36, 132
34, 51, 91
69, 58, 30
15, 2, 4
55, 22, 176
56, 12, 148
5, 97, 48
34, 83, 34
9, 90, 140
5, 64, 156
5, 50, 199
63, 57, 107
68, 4, 23
53, 75, 20
24, 30, 42
28, 55, 16
69, 69, 68
4, 32, 132
20, 31, 109
34, 5, 14
19, 95, 72
19, 14, 128
44, 19, 196
2, 16, 0
6, 16, 3
69, 81, 71
19, 8, 165
34, 30, 173
51, 50, 95
8, 77, 103
7, 86, 202
46, 52, 113
50, 13, 225
18, 23, 64
15, 95, 109
73, 15, 54
53, 39, 130
55, 14, 237
14, 91, 108
